id,bio
G000367,"A Representative and a Senator from Minnesota; born in Princeton, Mille Lacs County, Minn., February 4, 1948; attended public schools, Brown Institute 1966-1968, Anoka Ramsey Junior College 1970-1972, and Carroll College 1974-1975; television news anchor and producer in Helena, Mont., Wausau, Wisc., Rockford, Ill., and Minneapolis, Minn; president of a construction and residential development company in Minneapolis; elected as a Republican to the One Hundred Third Congress (January 3, 1993-January 3, 1995); not a candidate for reelection to the House of Representatives in 1994; elected to the United States Senate in 1994, and served from January 3, 1995, to January 3, 2001; unsuccessful candidate for reelection in 2000; died on October 8, 2013; interment in Zion Lutheran Cemetery, St. Francis, Minn."
B001066,"A Representative and Senator from Kentucky; born in Southgate, Ky., October 23, 1931; attended parochial schools in Southgate and Cincinnati, Ohio; B.S., Xavier University, Cincinnati 1953; professional baseball player 1950-1971; investment broker and agent; member, Ft. Thomas City Council 1977-1979; Kentucky State senate 1979-1983; elected as a Republican to the One Hundredth and to the five succeeding Congresses (January 3, 1987-January 3, 1999); not a candidate for reelection to the House of Representatives in 1998, but was elected to the United States Senate in 1998; reelected in 2004 and served from January 3, 1999, to January 3, 2011; was not a candidate for reelection to the Senate in 2010; was a resident of Fort Thomas, Ky., until his death on May 26, 2017; interment in St. Stephen Cemetery, Fort Thomas, Ky."
B001287,"a Representative from California; born in Los Angeles, Los Angeles County, Calif., March 2, 1965; B.S., University of California, Irvine, Calif., 1987; M.D., University of California, Irvine, Calif., 1991; physician; professor; associate dean, University of California-Irvine School of Medicine, Irvine, Calif., 2004-2007; Sacramento County, Calif., chief medical officer, 1999-2004; unsuccessful candidate for election to the One Hundred Twelfth Congress in 2010; elected as a Democrat to the One Hundred Thirteenth and to the five succeeding Congresses (January 3, 2013-present)."
C001118,"a Representative from Virginia; born in Stillwater, Payne County, Okla., February 29, 1972; graduated from Lexington High School, Lexington, Va., 1990; B.A., Bates College, Lewiston, Me., 1994; J.D., University of Richmond Law School, Richmond, Va., 2007; staff, United States Representative Bob Goodlatte of Virginia, 1994-2002; marketing consultant, 2002-2007; assistant commonwealth's attorney, Rockingham County, Va., 2007-2013; member of the Virginia state house of delegates, 2002-2018; lawyer, private practice; elected as a Republican to the One Hundred Sixteenth and to the two succeeding Congresses (January 3, 2019-present)."
D000299,"a Representative from Florida; born in Havana, Cuba, August 13, 1954; graduated from the American School of Madrid, Madrid, Spain, 1972; B.A., New College, University of South Florida, Sarasota, Fla., 1976; J.D., Case Western Reserve University, Cleveland, Ohio, 1979; lawyer, private practice; member of the Florida state house of representatives, 1987-1989; member of the Florida state senate, 1989-1992; elected as a Republican to the One Hundred Third and to the eight succeeding Congresses (January 3, 1993-January 3, 2011); not a candidate for reelection to the One Hundred Twelfth Congress in 2010."
D000630,"a Representative from New York; born in Schenectady, Schenectady County, N.Y., January 28, 1977; graduated from Notre Dame-Bishop Gibbons High School, Schenectady, N.Y., 1995; B.A., Colgate University, Hamilton, N.Y., 1999; Rhodes Scholar, M.A., Oxford University, Oxford, England, 2001; J.D., Harvard University, Cambridge, Mass., 2005; musician; lawyer, private practice; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress until his resignation on May 25, 2022 (January 3, 2019-May 25, 2022); lieutenant governor of New York, 2022-present."
M001136,"a Representative from Michigan; born in Michigan, April 7, 1966; graduated from Stockbridge High School, Stockbridge, Mich., 1984; attended Lansing Community College, Lansing, Mich.; B.B.A., Northwood University, Midland, Mich., 1997; business executive; financial consultant; elected as a Republican to the One Hundred Seventeenth and to the succeeding Congress (January 3, 2021-present)."
R000566,"A Representative from Kansas; born in Wichita, Sedgewick County, Kans., April 29, 1947; graduated from Wichita East High School, Wichita, Kans., 1965; B.A., University of Kansas, Lawrence, Kans., 1970; president, Jim Ryun Sports, Inc.; member of the United States Olympic Team in 1968; product consultant; motivational speaker; elected as a Republican to the One Hundred Fifth Congress; became a Member of the One Hundred Fourth Congress under the provisions of Kansas State Law (K.S.A. 25-3503[d]) on November 27, 1996, to fill the vacancy caused by the resignation of United States Representative Sam Brownback; reelected to the One Hundred Sixth Congress and to the three succeeding Congress (November 27, 1996-January 3, 2007); unsuccessful candidate for reelection to the One Hundred Tenth Congress in 2006."
G000408,"(elected under the name Enid G. Waldholtz in the One Hundred Fourth Congress), a Representative from Utah; born in San Rafael, Calif., June 5, 1958; graduated from East High School, Salt Lake City, Utah, 1976; B.S., University of Utah, Salt Lake City, Utah, 1980; J.D., Brigham Young University, Provo, Utah, 1983; corporate counsel, Novell, Inc; litigator, law firm of Ray, Quinney, and Nebeker; deputy chief of staff to Utah Governor Norman Bangerter; delegate, Republican National Convention, 1984 and 2004; unsuccessful candidate for election to the United States House of Representatives in 1992; elected as a Republican to the One Hundred Fourth Congress (January 3, 1995-January 3, 1997); was not a candidate for reelection to the One Hundred Fifth Congress in 1996."
B001172,"A Representative from Texas; born in Asherton, Dimmit County, Tex., April 8, 1935; graduated from Asherton High School, Asherton, Tex., 1954; paratrooper, United States Army, 1954-1956; studied a liberal arts course at San Antonio College, 1956-1958; B.A., Sul Ross State College, Alpine, Tex., 1961; educator; coach; assistant to Congressman Henry Gonzalez, 1968-1971; member of the Bexar County Commission 1973-1978; Bexar County judge 1979-1985; elected as a Democrat to the Ninety-ninth and to the three succeeding Congresses (January 3, 1985-January 3, 1993); unsuccessful candidate for reelection to the One Hundred Third Congress in 1992; died on November 30, 2021; interment at Mission Park Funeral Chapels and Cemetery Dominion, San Antonio, Tex."
Y000062,"A Representative from Kentucky; born in Louisville, Jefferson County, Ky., November 4, 1947; graduated from J. M. Atherton High School, Louisville, Ky., 1965; B.A., Yale University, New Haven, Conn., 1969; attended Georgetown University Law School, Washington, D.C., 1971-1972; staff, United States Senator Marlow Cook of Kentucky, 1971-1975; writer; publisher; television commentator; associate vice president, University of Louisville; health care executive; elected as a Democrat to the One Hundred Tenth and to the seven succeeding Congresses (January 3, 2007-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022; chair, Committee on Budget (One Hundred Sixteenth and One Hundred Seventeenth Congresses)."
C000286,"A Senator and a Representative from Georgia; born in Warrenton, Warren County, N.C., November 10, 1943; graduated C.E. Byrd High School, Shreveport, La.; B.A., University of Georgia, Athens 1966; J.D., University of Tennessee College of Law 1968; attorney, Moultrie, Ga.; elected as a Republican to the House of Representatives for the One Hundred Fourth and the three succeeding Congresses (January 3, 1995-January 3, 2003); not a candidate for reelection to the House of Representatives but was elected as a Republican to the U.S. Senate in 2002; reelected in 2008, and served from January 3, 2003, to January 3, 2015; chair, Committee on Agriculture, Nutrition, and Forestry (One Hundred Ninth Congress); was not a candidate for reelection in 2014."
