id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14
C000127,1958,1976,"Indianapolis, Ind.",1976,1980,Miami University of Ohio,1980.0,1981.0,Luxembourg,1981,1987,(public relations consultant),1987.0,1993,(Washington State representative),1993,1995,(Congress),2001,2025,(U.S. Senate),,,,,,,,,,,,,,,,,,,,,,18097,,39017,,,No county matched to string from Google,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
G000386,1933,1951,"New Hartford, Butler County, Iowa",1951,1955,"Cedar Falls, Iowa",1955.0,1956.0,"Cedar Falls, Iowa",1957,1958,"Iowa City, Iowa",1959.0,1974,(Iowa house of representatives),1975,1981,(Congress),1981,2029,(Senate),,,,,,,,,,,,,,,,,,,,,,19023,,19013,,19013,,19103,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
H000206,1939,1957,"Cumming, Warren County, Iowa",1957,1962,"Ames, Iowa",1962.0,1967.0,(United States Navy),1968,1972,"Washington, D.C.",1972.0,1974,"Des Moines, Iowa",1975,1985,(Congress),1985,2015,(Senate),,,,,,,,,,,,,,,,,,,,,,19181,,19169,,,Not a location,11001,,19153,,,Not a location,,Not a location,,,,,,,,,,,,,,
A000109,1943,1961,"Fort Collins, Colo.",1961,1968,"Colorado State University, Colo.",1968.0,1982.0,"Loveland, Colo.",1982,1990,(member of the Colorado state senate),1991.0,1997,(Congress),1997,2009,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,08069,,08069,,08069,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
S000320,1934,1953,"Birmingham, Ala.",1953,1957,University of Alabama,1957.0,1963.0,University of Alabama School of Law,1963,1971,"Tuscaloosa, Ala.",1970.0,1978,(Alabama State senate),1979,1987,(Congress),1987,2023,(Senate),,,,,,,,,,,,,,,,,,,,,,01073,,01125,,01125,,01125,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
S000059,1958,1976,"Winchester, Frederick County, Va.",1976,1980,Pennsylvania State University,1980.0,1981.0,University of Pittsburgh,1981,1986,(administrative assistant to Pennsylvania State Senator J. Doyle Corman),1986.0,1991,"Pittsburgh, Pa.",1991,1995,(Congress),1995,2007,(Senate),,,,,,,,,,,,,,,,,,,,,,51187,,42027,,42003,,,Not a location,42003,,,Not a location,,Not a location,,,,,,,,,,,,,,
R000122,1949,1955,"Providence, R.I.",1955,1963,"Cranston, R.I.",1963.0,1967.0,"Providence, R.I.",1967,1971,West Point,1971.0,1973,Harvard University,1973,1982,(U.S. Army and Army Reserve),1977,1979,U.S. Military Academy,1983,1985,"Washington, D.C.",1985,1990,Rhode Island State,1991,1997,(Congress),1997,2027,(Senate),,,,,,,,,,44007,,44007,,44007,,36071,,25017,,,Not a location,36071,,11001,,,No county matched to string from Google,,Not a location,,Not a location,,,,,,
C000858,1945,1961,"Council, Adams County, Idaho",1961,1965,"Midvale, Idaho",1965.0,1969.0,"Moscow, Idaho",1969,1970,(George Washington University),1970.0,1972,(Idaho National Guard),1974,1980,(Idaho senate),1981,1991,(Congress),1991,2009,(Senate),,,,,,,,,,,,,,,,,,,16003,,16087,,16057,,11001,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
D000432,1942,1960,"Dickinson, Stark County, N. Dak.",1960,1964,"Grand Forks, N. Dak.",1964.0,1966.0,"Denver, Colo.",1969,1980,"(tax commissioner, State of North Dakota)",1980.0,1992,(Congress),1992,2011,(Senate),,,,,,,,,,,,,,,,,,,,,,,,,38089,,38035,,08031,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
A000121,1952,1970,"Whittier, Los Angeles County, Calif.",1970,1978,University of Virginia,1991.0,1993.0,(Congress),1994,1998,(Governor of Virginia),2001.0,2007,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,,,,06037,,51003,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
L000174,1940,1957,"Montpelier, Washington County, Vt.",1957,1961,"Winooski, Vt.",1961.0,1964.0,Georgetown University,1964,1966,"Burlington, Vt.",1966.0,1974,"Chittenden County, Vt.",1975,2023,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,50023,,50007,,11001,,50007,,50007,,,Not a location,,,,,,,,,,,,,,,,
G000445,1947,1961,"Nashua, Hillsborough County, N.H.",1961,1965,"Exeter, N.H.",1965.0,1969.0,Columbia University,1969,1972,Boston University,1972.0,1975,Boston University,1975,1981,"Nashua, N.H.",1981,1989,(Congress),1989,1993,Governor of New Hampshire,1993,2011,(Senate),,,,,,,,,,,,,,,,33011,,33015,,36061,,25025,,25025,,33011,,,Not a location,,No county matched to string from Google,,Not a location,,,,,,,,,,
M001167,1940,1954,"Phoenix, Maricopa County, Ariz.",1954,1958,"Tempe, Ariz.",1958.0,1962.0,"Tempe, Ariz.",1976,1980,"Tempe, Ariz.",1970.0,1978,"Tempe, Ariz. (Tempe city council)",1978,1994,"Tempe, Ariz. (mayor of Tempe)",1999,2006,(member of the Arizona senate),2006,2006,(Arizona Democratic Party chairman),2007,2011,(Congress),,,,,,,,,,,,,,,,04013,,04013,,04013,,04013,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
G000554,1970,1984,"Tucson, Pima County, Ariz.",1984,1988,"Tucson, Ariz.",1988.0,1993.0,"Claremont, Calif.",1993,1996,"Ithaca, N.Y.",1996.0,,"Chihuahua, Mexico",2001,2003,(Arizona state house of representatives),2003,2005,(Arizona state senate),2007,2012,(Congress),,,,,,,,,,,,,,,,,,,04019,,04019,,,More than one matched place from Google,36109,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
M001166,1951,1969,"Albuquerque, Bernalillo County, N. Mex.",1969,1971,"West Point, N.Y.",1971.0,1973.0,"Albuquerque, N. Mex.",1973,1975,"Albuquerque, N. Mex.",1975.0,1981,"Albuquerque, N. Mex.",2007,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,35001,,36071,,35001,,35001,,35001,,,Not a location,,,,,,,,,,,,,,,,
M001165,1965,1981,"Bakersfield, Kern County, Calif.",1981,1983,"Bakersfield, Calif.",1983.0,1986.0,"Bakersfield, Calif.",1986,1989,"Bakersfield, Calif.",1989.0,1994,"Bakersfield, Calif.",1987,2002,"(staff, United States Representative William Thomas of California)",2002,2007,(member of the California state assembly),2007,present,(Congress),,,,,,,,,,,,,,,,,,,06029,,06029,,06029,,06029,,06029,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
L000564,1954,1970,"Leavenworth, Leavenworth County, Kans.",1970,1972,"Lansing, Kans.",1972.0,1978.0,"Lawrence, Kans.",1981,1985,"Lawrence, Kans.",1995.0,1998,Colorado (state house of representatives),1998,2006,Colorado (state senate),2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,20103,,20103,,20045,,20045,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
P000593,1953,1967,"Denver, Denver County, Colo.",1967,1971,"Edgewater, Colo.",1971.0,1975.0,"Boulder, Colo.",1975,1978,"Boulder, Colo.",1995.0,2003,(member of the Colorado state senate),2007,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,08031,,08059,,08013,,08013,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001069,1953,1971,"West Hartford, Tolland County, Conn.",1971,1975,"Medford, Mass",1975.0,1978.0,"Storrs, Conn.",1987,1994,(Connecticut state house of representatives),2007.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,25017,,09013,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
M001169,1973,1991,"White Plains, Westchester County, N.Y.",1991,1996,"Williamstown, Mass.",1994.0,1995.0,"Oxford, England",1998,2002,"Hartford, Conn.",1997.0,1999,"Southington, Conn.",1999,2003,(Connecticut state house of representatives),2003,2006,(Connecticut state senate),2007,2013,(Congress),2013,2025,(United States Senate),,,,,,,,,,,,,,,,36119,,,More than one matched place from Google,,,09003,,09003,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
C001066,1966,1984,"Miami, Miami-Dade County, Fla.",1984,1988,"Atlanta, Ga.",1988.0,1991.0,"Tallahassee, Fla.",1991,2002,"(lawyer, private practice)",2002.0,2006,"Hillsborough County, Fla.",2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,12086,,13121,,12073,,,Not a location,,More than one matched place from Google,,Not a location,,,,,,,,,,,,,,,,
B001260,1951,1969,"Detroit, Wayne County, Mich.",1969,1975,"Ann Arbor, Mich.",1975.0,1986.0,"Detroit, Mich.",1970,1976,(Michigan Air National Guard),2007.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,26163,,26161,,26163,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
M001164,1956,1974,"Aurora, Kane County, Ill.",1974,1978,"Morgantown, W.Va.",1978.0,1983.0,"Washington, D.C.",2007,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,54061,,11001,,,Not a location,,,,,,,,,,,,,,,,,,,,
K000366,1957,1975,"Cleveland, Cuyahoga County, Ohio",1975,1979,"Columbus, Ohio",1979.0,1982.0,"Cleveland, Ohio",1992,1996,Florida,1996.0,2006,Florida,2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,39035,,39049,,39035,,,No county matched to string from Google,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,,,
J000288,1954,1972,"Washington, D.C.",1972,1976,"Atlanta, Ga.",1976.0,1979.0,"Houston, Tex.",1979,1989,"DeKalb County, Ga.",1989.0,2001,"DeKalb County, Ga.",2001,2006,"DeKalb County, Ga.",2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,11001,,13121,,48201,,13089,,13089,,13089,,,Not a location,,,,,,,,,,,,,,
H001042,1947,1965,"Fukushima, Japan",1965,1970,"Honolulu, Hawaii",1970.0,1978.0,"Washington, D.C.",1981,1994,(Hawaii state house of representatives),1994.0,2002,(Hawaii lieutenant governor),2007,2013,(Congress),2013,2025,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,11001,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
S001167,1954,1968,"Portsmouth, Scioto County, Ohio",1968,1972,"Boise, Idaho",1972.0,1981.0,"Boise, Idaho",1981,1984,"Moscow, Idaho",1990.0,2006,(Idaho state house of representatives),2007,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,39145,,16001,,16001,,16057,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
R000580,1961,1979,"Hinsdale, DuPage County, Ill.",1979,1983,"Urbana-Champaign, Ill.",1985.0,1989.0,"Chicago, Ill.",1985,1986,"(staff, United States Representative Thomas Dale DeLay of Texas)",1986.0,1987,"(staff, United States Representative Henry John Hyde of Illinois)",1993,1999,(member of the Illinois state house of representatives),2000,2006,(member of the Illinois state senate),2007,2019,(Congress),,,,,,,,,,,,,,,,,,,17043,,,More than one matched place from Google,17031,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
H001040,1949,1963,"Galesburg, Knox County, Ill.",1963,1967,"Rock Island, Ill.",1967.0,1968.0,"Moline, Ill.",1969,1975,(United States Army Reserve),1969.0,1982,(factory worker),1983,2006,"(staff, United States Representative Lane Evans of Illinois)",2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,17095,,17161,,17161,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
D000607,1955,1973,"Queens, Queens County, N.Y.",1973,1977,"Notre Dame, Ind.",1977.0,1981.0,"Notre Dame, Ind.",1981,2004,"(lawyer, private practice; business owner)",2007.0,2013,(Congress),2013,2019,(Senate),,,,,,,,,,,,,,,,,,,,,,,,,36081,,18141,,18141,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
E000289,1958,1976,"Jasper, Dubois County, Ind.",1976,1981,"Evansville, Ind.",1989.0,1993.0,"Evansville, Ind.",1999,2007,"Vanderburgh County, Ind.",2007.0,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,18037,,18163,,18163,,18163,,,Not a location,,,,,,,,,,,,,,,,,,
B001259,1957,1971,"Grinnell, Poweshiek County, Iowa",1971,1975,"Brooklyn, Iowa",1975.0,1980.0,Iowa State University,1980,1983,University of Iowa,2007.0,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,19157,,19157,,19169,,19103,,,Not a location,,,,,,,,,,,,,,,,,,
L000565,1952,1966,"Sioux City, Woodbury County, Iowa",1966,1970,"Sioux City, Iowa",1970.0,1974.0,"Ames, Iowa",1974,1976,"Ames, Iowa",1976.0,1985,"Davis, Calif.",1985,2006,"Mount Vernon, Iowa",2007,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,19193,,19193,,19169,,19169,,06113,,19113,,,Not a location,,,,,,,,,,,,,,
B001258,1955,1973,"St. Louis, St. Louis County, Mo.",1973,1977,"Liberty, Mo.",2007.0,2009.0,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29189,,29047,,,Not a location,,,,,,,,,,,,,,,,,,,,,,
Y000062,1947,1961,"Louisville, Jefferson County, Ky.",1961,1965,"Louisville, Ky.",1965.0,1969.0,"New Haven, Conn.",1971,1972,"Washington, D.C.",1971.0,1975,"(staff, United States Senator Marlow Cook of Kentucky)",1975,2007,"Louisville, Ky.",2007,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,21111,,21111,,09009,,11001,,,Not a location,21111,,,Not a location,,,,,,,,,,,,,,
S001168,1962,1976,"Baltimore, Md.",1976,1980,"Baltimore, Md.",1980.0,1984.0,"Princeton, N.J.",1984,1988,"Cambridge, Mass.",1988.0,2007,(private practice),2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,24510,,24510,,34021,,25017,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
W000798,1951,1969,"Chicago, Cook County, Ill.",1969,1970,"Macomb, Ill.",1970.0,1973.0,"Chicago, Ill.",1973,1975,"Fort Wayne., Ind.",1975.0,1978,"Wheaton, Ill.",1983,1998,(Michigan state house of representatives),2007,2009,(Congress),2011,present,(Congress),,,,,,,,,,,,,,,,,,,17031,,17109,,17031,,18003,,17043,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
W000799,1964,1982,"West Point, Cuming County, Nebr.",1982,1989,"Chadron, Nebr.",1989.0,2001.0,Minnesota,2001,2005,"Winona, Minn.",2007.0,2019,(Congress),2019,present,(Governor of Minnesota),,,,,,,,,,,,,,,,,,,,,,,,,31039,,31045,,,No county matched to string from Google,27169,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
E000288,1963,1977,"Detroit, Wayne County, Mich.",1977,1981,"Detroit, Mich.",1981.0,1986.0,"Detroit, Mich.",1986,1990,"Minneapolis, Minn.",1990.0,2003,(private practice),2003,2006,(Minnesota state house of representatives),2007,2019,(Congress),2019,present,(attorney general of Minnesota),,,,,,,,,,,,,,,,,,,26163,,26163,,26163,,27053,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
B001256,1956,1970,"Waterloo, Black Hawk County, Iowa",1970,1974,"Anoka, Minn.",1974.0,1978.0,"Winona, Minn.",1982,1986,"Tulsa, Okla.",1986.0,1988,"Williamsburg, Va.",2001,2006,(Minnesota state senate),2007,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,19013,,27003,,27169,,40143,,51830,,,Not a location,,Not a location,,,,,,,,,,,,,,
S001172,1970,1985,"Scottsbluff, Scotts Bluff County, Nebr.",1985,1989,"Gering, Nebr.",1989.0,1993.0,"Lincoln, Nebr.",1994,1998,"Gering, Nebr. (city council)",1999.0,2007,Nebraska (state legislature),2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,31157,,31157,,31109,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
H001041,1960,1978,"Castro Valley, Alameda County, Calif.",1978,1981,"Carson City, Nev.",1981.0,1985.0,"Los Angeles, Calif.",1990,1994,(Nevada state assembly),1995.0,2007,(Nevada secretary of state),2007,2011,(Congress),2011,2019,(U.S. Senate),,,,,,,,,,,,,,,,,,,,,,06001,,32510,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
S001170,1952,1967,"New York City, New York County, N.Y.",1967,1971,"Durham, N.H.",1971.0,1975.0,"Durham, N.H.",1975,1979,"Durham, N.H.",2007.0,2011,(Congress),2013,2015,(Congress),2017,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,36061,,33017,,33017,,33017,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
H001043,1951,1968,"New York City, New York County, N.Y.",1968,1972,"Hanover, N.H.",1972.0,1978.0,"Chestnut Hill, Mass.",1979,1982,New Hampshire,1992.0,,New Hampshire,2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36061,,33009,,25017,,,No county matched to string from Google,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,,,
C001067,1964,1982,"Brooklyn, Kings County, N.Y.",1982,1986,"Oberlin, Ohio",1989.0,1991.0,"(staff, state senator Velmanette Montgomery)",1992,1993,"(executive assistant, New York state Workers' Compensation Board)",2002.0,2007,"New York, N.Y.",2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36047,,39093,,,Not a location,,Not a location,36061,,,Not a location,,,,,,,,,,,,,,,,
H001039,1948,1962,"Baltimore, Md.",1962,1964,"Elmira, N.Y.",1964.0,1965.0,"Notre Dame, Ind.",1965,1966,"Baltimore, Md.",1966.0,1990,(musician; songwriter; business owner),1990,1991,"Ulster County, N.Y.",1996,1998,"Saugerties, N.Y.",2007,2011,(Congress),,,,,,,,,,,,,,,,,,,24510,,36015,,18141,,24510,,,Not a location,36111,,,More than one matched place from Google,,Not a location,,,,,,,,,,,,
G000555,1966,1984,"Albany, Albany County, N.Y.",1984,1988,"Hanover, N.H.",1988.0,1991.0,"Los Angeles, Calif.",1991,2007,"(lawyer, private practice; special counsel, United States Housing and Urban Development)",2007.0,2009,(Congress),2009,2025,(U.S. Senate),,,,,,,,,,,,,,,,,,,,,,,,,36001,,33009,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
A000363,1959,1975,"Utica, Oneida County, N.Y.",1975,1977,"Utica, N.Y.",1977.0,1981.0,"Albany, N.Y.",1981,1984,"New York, N.Y.",1994.0,2006,"Oneida County, N.Y.",2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36065,,36065,,36001,,36061,,36065,,,Not a location,,,,,,,,,,,,,,,,
S001171,1971,1987,"Swain County, N.C.",1987,1991,"Bryson City, N.C.",1991.0,2001.0,"Knoxville, Tenn.",2007,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37173,,37173,,47093,,,Not a location,,,,,,,,,,,,,,,,,,,,
J000289,1964,1980,"Troy, Miami County, Ohio",1980,1982,"St. Paris, Ohio",1982.0,1986.0,"Madison, Wis.",1986,1991,"Columbus, Ohio",1991.0,2001,"Columbus, Ohio",1995,2000,(Ohio state house of representatives),2001,2006,(Ohio state senate),2007,present,(Congress),,,,,,,,,,,,,,,,,,,39109,,39021,,55025,,39049,,39049,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
W000801,1943,1961,"Martins Ferry, Belmont County, Ohio",1961,1980,(Ohio University),1980.0,1997.0,(Cincinnati College of Mortuary Science; business owner),1997,2004,(Ohio state house of representatives),2005.0,2007,(Ohio state senate),2007,2011,(Congress),2011,2013,"Boynton Beach, Fla.",2013,,"St. Clairsville, Ohio (Union Cemetery)",,,,,,,,,,,,,,,,,,,39013,,39009,,39061,,,Not a location,,Not a location,,Not a location,12099,,,Not a location,,,,,,,,,,,,
S001174,1963,1981,"Barberton, Summit County, Ohio",1981,1985,"Kent, Ohio",1985.0,1990.0,"Akron, Ohio",1991,1992,"Barberton, Ohio",1993.0,2000,(Ohio state house of representatives),2007,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,39153,,39133,,39153,,39153,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
S001173,1961,1975,"Dover, Tuscarawas County, Ohio",1975,1979,"Dover, Ohio",1979.0,1983.0,"Gambier, Ohio",1983,1986,Ohio State University,1986.0,2000,"Dover, Ohio (private practice)",2000,2006,"Dover, Ohio (city attorney)",2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,39157,,39157,,39083,,39049,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
F000453,1954,1973,"Warrensburg, Johnson County, Mo.",1973,1975,"Shawnee, Okla.",1975.0,1977.0,"Stillwater, Okla.",1979,1981,"Edmond, Okla.",1990.0,1994,(Oklahoma state house of representatives),1995,2007,(Oklahoma lieutenant governor),2007,2011,(Congress),2011,2019,(Governor of Oklahoma),,,,,,,,,,,,,,,,,,,29101,,40125,,40119,,40109,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
A000362,1968,1986,"Kittanning, Armstrong County, Pa.",1986,1990,"Tallahassee, Fla.",1990.0,1998.0,"Washington, D.C.",1998,2020,"Gainesville, Fla.",1991.0,1996,"(staff, United States Representative Pete Peterson of Florida)",2007,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,42005,,12073,,11001,,12001,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
S001169,1951,1965,"Secane, Delaware County, Pa.",1965,1969,"Springfield, Pa.",1969.0,1974.0,"Annapolis, Md.",1974,1980,(United States Navy),1980.0,1984,"Cambridge, Mass.",1984,2005,(United States Navy),2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,42045,,42045,,24003,,,Not a location,25017,,,Not a location,,Not a location,,,,,,,,,,,,,,
M001168,1973,1991,"Philadelphia, Philadelphia County, Pa.",1991,1992,"Newtown, Pa.",1992.0,1996.0,"Wilkes-Barre, Pa.",1996,1999,"Harrisburg, Pa.",1993.0,2004,(United States Army),2004,2007,(United States Army Reserve),2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,,More than one matched place from Google,42079,,42043,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
C001065,1959,1977,"Cedar Rapids, Linn County, Iowa",1977,1981,"Mount Vernon, Iowa",1981.0,1983.0,"Laramie, Wyo.",1983,1993,"Lincoln, Nebr.",1995.0,Present,(United States Navy Reserve),2007,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,19113,,19113,,56001,,31109,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
D000606,1959,1977,"Johnson City, Washington County, Tenn.",1977,1983,"National City, Calif.",1983.0,1991.0,"Milligan College, Tenn.",1991,1999,(business owner),1999.0,2006,(member of the Tennessee state general assembly),2007,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,47179,,06073,,47019,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001068,1949,1963,"Memphis, Shelby County, Tenn.",1963,1967,"Coral Gables, Fla.",1967.0,1971.0,"Nashville, Tenn.",1971,1973,"Memphis, Tenn.",1975.0,1978,"Memphis, Tenn. (Memphis Police Department)",1977,,Tennessee (Tennessee state constitutional convention),1978,1980,"Shelby County, Tenn.",1982,2006,Tennessee (Tennessee state senate),2007,present,(Congress),,,,,,,,,,,,,,,,47157,,12086,,,More than one matched place from Google,47157,,,Not a location,,Not a location,47157,,,Not a location,,Not a location,,,,,,,,,,
F000454,1955,1971,"Madison, Dane County, Wis.",1971,1975,"Madison, Dane County, Wis.",1975.0,1984.0,"Cambridge, Mass.",1984,2008,"(senior physicist, Fermi National Accelerator Laboratory)",2008.0,2011,(Congress),2013,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,55025,,55025,,25017,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
W000800,1947,1965,"Springfield, Hampden County, Mass.",1965,1969,"Worcester, Mass.",1969.0,1973.0,"Berkeley, Calif.",1981,1989,Vermont (Vermont state senate),2002.0,2007,Vermont (Vermont state senate),2007,2023,(Congress),2023,2029,(United States Senate),,,,,,,,,,,,,,,,,,,,,,25013,,25027,,06001,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
K000365,1949,1967,"Appleton, Outagamie County, Wis.",1967,1972,"Madison, Wis.",1972.0,1976.0,"Madison, Wis.",Post 1976,,"Milwaukee, Wis. (as a professor)",2007.0,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,55087,,55025,,55025,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
R000581,1962,1980,"Los Angeles, Los Angeles County, Calif.",1980,1984,"Los Angeles, Calif.",1984.0,1996.0,"Los Angeles, Calif.",1996,1998,"(staff, United States Representative Juanita Millender-McDonald of California)",2000.0,2006,"Long Beach, Calif.",2001,2006,"(staff, Lieutenant Governor Cruz Bustamante of California)",2006,2007,"(member, California state assembly)",2007,2013,(Congress),,,,,,,,,,,,,,,,,,,06037,,,More than one matched place from Google,,More than one matched place from Google,,Not a location,06037,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
B001262,1946,1961,"Atlanta, Fulton County, Ga.",1961,1963,"Athens, Ga.",1963.0,1967.0,(United States Marine Corps Reserve),1967,1971,"Augusta, Ga.",2007.0,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,13121,,13059,,,Not a location,13245,,,Not a location,,,,,,,,,,,,,,,,,,
T000465,1946,1960,"Chico, Butte County, Calif.",1960,1964,"Tokyo, Japan",1964.0,1968.0,"Northampton, Mass.",1984,1988,"Boston, Mass.",1997.0,2007,"Lowell, Mass.",2007,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06007,,,No county matched to string from Google,25015,,25025,,25017,,,Not a location,,,,,,,,,,,,,,,,
L000566,1956,1974,"Bluffton, Allen County, Ohio",1974,1978,"Bowling Green, Ohio",1978.0,1981.0,"Toledo, Ohio",1991,1996,"Wood County, Ohio",1997.0,2000,(Ohio state senate),2001,2007,(Ohio state house of representatives),2007,present,(Congress),,,,,,,,,,,,,,,,,,,,,,39003,,39173,,39095,,39173,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
W000804,1959,1977,"Washington, D.C.",1977,1981,"Blacksburg, Va.",1981.0,1990.0,"Chapel Hill, N.C.",1990,2002,"Richmond, Va.",1986.0,1996,"Montross, Va.",1996,2005,"Westmoreland County, Va.",2006,2007,(Virginia house of delegates),2007,Present,(Congress),,,,,,,,,,,,,,,,,,,11001,,51121,,37135,,51760,,51193,,51193,,,Not a location,,Not a location,,,,,,,,,,,,
C001072,1974,1990,"Indianapolis, Marion County, Ind.",1990,1994,"Indianapolis, Ind.",1999.0,2003.0,"Mequon, Wis.",2003,2005,"Marion, Ind.",2007.0,2008,Indianapolis/Marion city-county council,2008,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,18097,,18097,,55089,,18053,,18053,,,Not a location,,,,,,,,,,,,,,,,
