id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,start_15,end_15,location_15,start_16,end_16,location_16,start_17,end_17,location_17,start_18,end_18,location_18
K000378,1978,1996,"Kankakee, Kankakee County, Ill.",1996,2000,"Normal, Ill.",2000,2003,Sales representative,2003,Present,United States Air Force and Illinois Air National Guard,1998-2003,,"McLean County, Ill.",2011,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000574,1970,1988,"Saint Martinville, Saint Martin Parish, Louisiana",1988,1999,"Lafayette, Louisiana",1999,2004,"New Orleans, Louisiana",2004,2011,"Louisiana (as a lawyer, police officer, and business owner)",2011-2013,,Congress,2016,present,Louisiana (as attorney general),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000592,1970,1988,"Munster, Ind.",1988,1992,"Crawfordsville, Ind.",1992,1995,"Indianapolis, Ind.",1995,1997,Private practice,1997-2000,,Indiana state secretary of state's office,2000,2002,Indiana state deputy secretary of state,2002,2010,Indiana state secretary of state,2011,2019,Congress,2021,present,Indiana state attorney general,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001275,1962,1980,"Taylorville, Bartholomew County, Ill.",1980,1984,"Urbana-Champaign, Ill.",1984,1988,"Chicago, Ill.",1989,1998,(U.S. Navy Reserve),1998-2011,,Physician,2011,Present,"Congress, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y000064,1972,1986,"Lancaster, Lancaster County, Pa.",1986,1990,"Carmel, Ind.",1990,1991,United States Navy,1991,1995,"Annapolis, Md.",1995-2000,,United States Marine Corps,2000,2001,"Chicago, Ill.",2001,2002,"London, England",2002,2006,"Indianapolis, Ind.",2006,2011,Private practice and consultant,2007,2010,"Orange County, Ind.",2011,2017,Congress,2017,2029,United States Senate,,,,,,,,,,,,,,,,,,
H001057,1968,1986,"Fowler, Meade County, Kans.",1986,1991,"Santa Fe, N.M.",1991,1995,"Washington, D.C.",1995,2010,Kansas,2011-2017,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y000063,1976,1994,"Hutchison, Reno County, Kans.",1994,1999,"Lawrence, Kans.",1999,2002,"Lawrence, Kans.",2002,2010,Kansas,2011-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001052,1957,1974,"Brooklyn, Kings County, N.Y.",1974,1980,"Baltimore, Md.",1980,1988,Physician (Location not specified),1988,2005,United States Navy Reserve (Location not specified),1999-2011,,Maryland,2011,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000375,1952,1970,"Norwood, Norfolk County, Mass.",1970,1974,"Chestnut Hill, Mass.",1974,1982,"Boston, Mass.",1982,1985,"Boston, Mass.",1977-1984,,Massachusetts State House,1985,1998,Massachusetts State Senate,1998,2010,"Norfolk County, Mass.",2011,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001271,1952,1970,"Iron River, Iron County, Mich.",1970,1974,"Ann Arbor, Mich.",1974,1978,"Detroit, Mich.",1978,2011,Physician,2011-2017,,Congress,2017,2021,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001058,1969,1987,"Zeeland, Ottawa County, Mich.",1987,1991,"Grand Rapids, Mich.",1991,1996,Michigan (Administrator and Business Owner),1996,2002,Michigan (Staff for U.S. Representative Peter Hoekstra),2003-2008,,Michigan (State House of Representatives),2011,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A000367,1980,1998,"Grand Rapids, Kent County, Mich.",1998,2002,"Ann Arbor, Mich.",2002,2005,"Ann Arbor, Mich.",2005,2008,Private practice,2008-2010,,Michigan,2011,2021,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001086,1959,1973,"Charleston, Kanawha County, W.Va.",1973,1977,"Finneytown, Ohio",1977,1981,"Annapolis, Md.",1981,1989,United States Navy,1989-1990,,"Pensacola, Fla.",1990,2005,United States Navy Reserve,2005,2011,Pilot,2011,2013,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000576,1955,1973,"Springfield, Greene County, Mo.",1973,1976,"Columbia, Mo.",1979,1983,"Bloomington, Ind.",1979,2011,Owner auctioneer business,2011-2023,,Congress,2022,,Unsuccessful candidate for nomination to the United States Senate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001055,1961,1979,"Jamaica, Queens County, N.Y.",1979,1984,"University Park, Pa.",1984,1988,"Philadelphia, Pa.",1988,1991,Various locations (medical practice),1991-1998,,United States Army Reserve,1998,2003,"Bethesda, Md.",2003,2011,Various locations in Nevada (teaching),2004,2008,Nevada State Senate,2011,2017,Congress,2017,present,Nevada,,,,,,,,,,,,,,,,,,,,,,,,
G000570,1970,1985,"Edison, Middlesex County, N.J.",1985,1989,"New Milford, Conn.",1989,1993,"Worcester, Mass.",1993,2000,"Concord, N.H.",2000-2002,,New Hampshire,2002,2006,"Manchester, N.H.",2003,2004,Staff for U.S. Representative Jeb Bradley,2006,2010,"Manchester, N.H. (Mayor)",2011,2013,Congress,2015,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,
R000594,1973,1991,"Flint, Genessee County, Mich.",1991,1995,"Ann Arbor, Mich.",1995,2010,"Philadelphia, Pa.",2011,2015,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000569,1970,1988,"New York, New York County, N.Y.",1988,1994,"Briarwood, New York",1994,2002,"New York, N.Y.",1989,1990,United States Marine Corps,1990-1997,,United States Marine Corps Reserve,1997,2006,Federal Bureau of Investigation,2006,2011,Business owner,2011,2015,Congress,2015,2018,Resigned from Congress,2018,,Unsuccessful candidate for nomination to the One Hundred Sixteenth Congress,,,,,,,,,,,,,,,,,,,,,,,,
H001051,1951,1969,"Utica, Oneida County, N.Y.",1969,1976,"Portland, Oreg.",1976,2008,Business owner (Location not specified),2008,2011,Unsuccessful candidate (Location not specified),2011-2017,,Congress,2017,2020,"Oneida County, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000376,1948,1966,"Pittsburgh, Allegheny County, Pa.",1966,1970,"South Bend, Ind.",1970,1992,"Butler, Pa. (Business owner)",1992,1995,"Butler, Pa. (School board)",2006-2009,,"Butler County, Pa. (County council)",2011,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001181,1955,1974,"Cheltenham, Montgomery County, Pa.",1974,1978,"Brunswick, Maine",1978,1986,"Philadelphia, Pa.",1986,1991,Private practice,1991-1994,,Staff for Senator Arlen Specter,1996,2001,"Delaware County, Pa.",2001,2008,Eastern District of Pennsylvania,2011,2018,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001272,1959,1977,"Maddock, Benson County, N. Dak.",1977,1978,"Wahpeton, N. Dak.",1978,1981,"Fargo, N. Dak.",1981,1984,Business owner,1984-2010,,North Dakota state house of representatives,2011,2013,Congress,2013,2018,Unsuccessful candidate for the United States Senate,2018,present,"Chair, North Dakota Republican Party",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001179,1952,1970,"Williamsport, Lycoming County, Pa.",1970,1983,"Williamsport, Pa.",1983,1985,"Williamsport, Pa.",1985,1988,"Carlisle, Pa.",1988-1992,,Private practice,1992,2002,"Lycoming County, Pa.",2002,2011,Middle District of Pennsylvania,2011,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001269,1956,1974,"Hazleton, Luzerne County, Pa.",1974,1978,"Bloomsburg, Pa.",1978,1998,Professional athlete and business owner,1998,2000,"Hazleton, Pa. (city council)",2000-2010,,"Hazleton, Pa. (Mayor)",2011,2019,Congress,2019,2022,Candidate for various political positions in Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001084,1961,1979,"Providence, Providence County, R.I.",1979,1983,"Providence, R.I.",1983,1986,"Washington, D.C.",1986,1987,"Washington, D.C.",1987-1992,,Private practice and public advocate,1992,1995,Rhode Island,1995,2003,Rhode Island,2003,2011,"Providence, R.I.",2011,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001184,1965,1983,"North Charleston, Charleston County, S.C.",1983,1984,"Clinton, S.C.",1984,1988,"Charleston, S.C.",1988,1995,Entrepreneur,1995-2008,,"Charleston County, S.C.",2009,2010,South Carolina,2011,2013,U.S. House of Representatives,2013,2029,U.S. Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000615,1966,1984,"Greenville, Greenville County, S.C.",1984,1988,"Clemson, S.C.",1988,2003,South Carolina (as a banker and real estate broker),2003,2010,South Carolina (as a member of the state house of representatives),2011-present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000566,1964,1982,"Greenville, Greenville County, S.C.",1982,1986,"Waco, Texas",1986,1989,"Columbia, S.C.",1989,1994,"Private practice, South Carolina",1994-2000,,District of South Carolina,2001,2010,"Seventh Judicial Circuit, South Carolina",2011,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000184,1971,1990,"Watertown, Codington County, S.Dak.",1990,1992,"Aberdeen, S.Dak.",1992,2007,Farming and ranching in South Dakota,2007,2010,South Dakota State House of Representatives,2011-2019,,Congress,2019,present,Governor of South Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000459,1962,1976,"Manhattan, New York County, N.Y.",1976,1980,"Elk Grove, Ill.",1980,1983,"Urbana-Champaign, Ill.",1983,1986,"Knoxville, Tenn.",1986-2011,,Private practice,2011,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001182,1967,1981,"Alexandria, Va.",1981,1985,"Charlotte, N.C.",1985,1989,"Washington, D.C.",1989,1992,"Chapel Hill, N.C.",1992-2007,,Private practice and real estate developer,2007,2009,South Carolina,2009,2010,South Carolina,2011,2017,Congress,2017,2019,Office of Management and Budget,2019,2020,White House,2020,2021,U.S. Special Envoy for Northern Ireland,,,,,,,,,,,,,,,,,,,,,
F000458,1973,1990,"Memphis, Shelby County, Tenn.",1990,2011,"Alamo, Tenn.",2011,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000461,1954,1972,"Cheyenne, Laramie County, Wyo.",1972,1976,"College Station, Tex.",1976,1985,"Houston, Tex.",1985,2011,"Houston, Tex. (as a certified public accountant and energy company executive)",2011-2021,,"Congress, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001273,1951,1969,"Baltimore, Md.",1969,1971,"Arnold, Md.",1971,1992,"Nashville, Tenn.",1992,1999,Nurse and fundraiser in Tennessee,1999-2005,,Tennessee State House of Representatives,2005,2010,Tennessee State Senate,2011,2019,Congress,2018,,Candidate for Governor of Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000616,1964,1980,"Des Moines, Polk County, Iowa",1980,1982,"Sturgis, S.Dak.",1982,1991,"Vermillion, S.Dak.",1991,2011,Physician (Location not specified),2011-Present,,Tennessee (Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000589,1960,1978,"Titusville, Brevard County, Fla.",1978,1981,"Cocoa, Fla.",1981,1983,"Macon, Ga.",1983,1990,"Virginia Beach, Va.",1990-2011,,Virginia,2011,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001060,1969,1987,"New York, New York County, N.Y.",1987,1991,"Alexandria, Va.",1991,1995,"Hampden-Sydney, Va.",1995,2000,"Clinton, Miss.",2000-2001,,"Chatham, Va.",2002,2008,Virginia State House of Delegates,2008,2010,Virginia State Senate,2011,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000460,1961,1980,"Corpus Christi, Nueces County, Tex.",1980,1985,"Austin, Tex.",1985,1989,"San Antonio, Tex.",1989,2011,"Private practice, business owner, radio commentator",2011-2018,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000614,1971,1989,"Hayward, Sawyer County, Wis.",1989,1994,"Winona, Minn.",1994,1999,"St. Paul, Minn.",1999,2011,"Ashland County, Wis.",2011-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001082,1949,1970,"Laredo, Webb County, Texas",1970,1975,"St. Louis, Mo.",1975,2011,Private practice and bank executive,2011,2013,Congress,2013-2018,,Unsuccessful candidate for Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001056,1978,1996,"Glendale, Los Angeles County, Calif.",1996,1998,"Seattle, Wash.",1998,2003,"Bellevue, Wash.",2003,2004,"Seattle, Wash.",2005-2007,,Washington D.C. (staff for Cathy McMorris Rodgers),2007,2010,Washington State,2011,2023,"Congress, Washington D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001180,1947,1965,"Wheeling, Ohio County, W. Va.",1965,1969,"West Lafayette, Ind.",1969,1980,West Virginia (as a civil engineer and business owner),1980,1995,West Virginia State House of Representatives,1990-1994,,West Virginia (as chairman of the West Virginia Republican Party),1996,,West Virginia (as a candidate for Governor),2011,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000568,1958,1976,"Philadelphia, Philadelphia County, Pa.",1976,1980,"Emory, Va.",1980,1983,"Lexington, Va.",1983,2011,Private practice in Virginia,1994-2011,,Virginia state house of delegates,2011,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000587,1956,1974,"Neenah, Winnebago County, Wis.",1974,1976,"Appleton, Wis.",1976,1978,"Grand Rapids, Mich.",1978,2011,Wisconsin (Business owner),2011-2017,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000471,1941,1959,"New York, New York County, N.Y.",1959,1963,"Richmond Hill, N.Y.",1963,1965,"St. John’s University, New York, N.Y.",1962,1964,United States Army,1964-2010,,Businessman,2010,2011,Unsuccessful candidate for election,2011,2013,United States House of Representatives,2013,2012,Unsuccessful candidate for nomination for the United States Senate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000591,1976,1994,"Montgomery, Montgomery County, Ala.",1994,1998,"New York, N. Y.",1998,2001,"Birmingham, Ala.",2001,2021,Private practice,2003-2010,,"Montgomery, Ala.",2011,2021,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001274,1954,1972,"Huntsville, Ala.",1972,1975,"Durham, N.C.",1975,1978,"Tuscaloosa, Ala.",1978,1980,"Tuscaloosa County, Ala.",1980-1982,,Circuit Court Judge John Snodgrass,1982,1991,Alabama,1991,1992,"Madison County, Ala.",1995,2002,Alabama,1996,2011,"Madison County, Ala.",2011,2023,Congress,2022,,Ran for United States Senate,,,,,,,,,,,,,,,,,,,,,
H001062,1958,1976,"Buffalo, Erie County, N.Y",1976,1980,"Syracuse, N.Y.",1980,1983,"Washington, D.C.",1983,1984,Private practice,1984-1986,,"Aide to U.S. Representative John LaFalce, N.Y.",1986,1988,"Aide to U.S. Senator Daniel Patrick Moynihan, N.Y.",2003,2007,"Erie County, N.Y.",2007,2011,"Erie County, N.Y.",2011,2013,U.S. Congress,2015,2021,Lieutenant Governor of New York,2021,Present,Governor of New York,,,,,,,,,,,,,,,,,,,,,
H001063,1952,1970,"Los Angeles, Los Angeles County, Calif.",1970,1974,"Abilene, Tex.",1974,1993,"Los Angeles, Los Angeles County, Calif.",1993,1997,"Los Angeles, Los Angeles County, Calif.",1997-1999,,"Los Angeles, Los Angeles County, Calif.",1999,2001,"Los Angeles, Los Angeles County, Calif.",2001,2011,"Los Angeles, Los Angeles County, Calif.",2011,2016,Congress,2016,Present,"Los Angeles, Los Angeles County, Calif.",,,,,,,,,,,,,,,,,,,,,,,,,,,
A000369,1958,1976,"Carson City, Nev.",1976,1980,"Reno, Nev.",1980,1983,"Sacramento, Calif.",1984,1987,(U.S. Army),1987-1997,,Private practice,1997,,Nevada,1999,2011,Nevada,2011,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001279,1945,1963,"Tucson, Ariz.",1963,1967,"University of Arizona, Tucson, Ariz.",1967,1976,"Tucson, Ariz. (Businessman)",1976,2006,"Arizona department of economic security, division of developmental disabilities",2007-2012,,"Staff, United States Representative Gabrielle Giffords",2012,2015,Congress,2015,Current,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001278,1954,1976,"Detroit, Wayne County, Mich.",1976,1983,"Eugene, Oreg.",1983,2001,"Washington, D.C.",2001,2011,Oregon,2012-present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001050,1951,1969,"Honolulu, Honolulu County, Hawaii",1969,1977,"University of Hawaii, Manoa, Hawaii",1977,1998,"Lawyer, private practice",1998,2010,Hawaii state senate,2011-2015,,Congress,2016,2019,Congress,2019,Present,Hawaii (ran for Governor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000613,1969,1987,"Evanston, Cook County, Ill.",1987,1991,"Granville, Ohio",1991,1993,Vice President's Office,1993,1996,"Bloomington, Ind.",1996-1999,,House of Representatives Committee on Reform and Oversight,1999,2000,"Evanston, Ill.",2000,2011,Business owner,2011,2013,Congress,2013,2015,Unsuccessful candidate,2015,2017,Congress,2017,2021,Unsuccessful candidate,,,,,,,,,,,,,,,,,,,,,
H001059,1966,1984,"Park Ridge, Cook County, Ill.",1984,1988,"St. Paul, Minn.",1988,1993,"Chicago, Ill.",1993,1994,Private practice,1994-1998,,"DuPage, Ill.",1999,2007,Illinois State House of Representatives,2007,2010,Illinois State Senate,2011,2019,Congress,2019,Present,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001182,1964,1982,"Rock Island, Rock Island County, Ill.",1982,1984,"Moline, Ill.",1984,2011,"Rock Island, Ill. (as a business owner)",2011,2013,Congress,2013-2021,,"Le Claire, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000602,1963,1982,"Orange, Orange County, Calif.",1982,1986,"West Point, N.Y.",1986,1991,United States Army,1991,1994,"Cambridge, Mass.",1994-2011,,Business executive,2011,2017,Congress,2017,2018,Central Intelligence Agency,2018,2021,Secretary of State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000588,1973,1991,"New Orleans, Orleans Parish, La.",1991,1995,"Atlanta, Ga.",1995,1998,"New Orleans, La.",1999,2011,Louisiana,2011-2021,,Congress,2021,2022,White House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001085,1957,1973,"Detroit, Wayne County, Mich.",1973,1975,"Exeter, N.H.",1975,1977,"Detroit, Mich.",1977,1979,"Byfield, Mass.",1979-1984,,"Ithaca, N.Y.",1984,1987,"Washington, D.C.",1987,1989,Private practice,1989,1990,Staff for U.S. Representative John Conyers,1991,,Michigan state house of representatives,1999,2003,Michigan state house of representatives,2003,2010,Michigan state senate,2011,2013,U.S. Congress,2013,2014,Unsuccessful candidate for Congress,,,,,,,,,,,,,,,
N000186,1958,1976,"Tupelo, Lee County, Miss.",1976,1980,"Mississippi State, Miss.",1980,1995,"Tupelo, Miss. (Business owner)",1995,2010,Mississippi (State Senate),2011-2015,,Congress,2015,,"Tupelo, Miss.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000601,1970,1988,"Gulfport, Harrison County, Miss.",1988,1994,"Hattiesburg, Miss.",1994,1996,"Hattiesburg, Miss.",1996,2007,"Gulfport, Harrison County, Miss. (Marine Corps Reserve)",2007-2010,,Mississippi (Mississippi Army National Guard and State House of Representatives),2011,2023,Mississippi (Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001053,1960,1979,"Harrisonville, Cass County, Mo.",1979,1983,"Columbia, Mo.",1983,1992,"Warrensburg, Mo.",1992,1995,"Teaching, farming, and business owner",1995-2001,,Missouri,2005,,Missouri Women's Council,2011,2023,Congress,2022,,Ran for United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001054,1959,1973,"Chicago, Cook County, Ill.",1973,1977,"Munster, Ind.",1977,1981,"Princeton, N.J.",1981,1985,"Ithaca, N.Y.",1985-2005,,Physician (Location not specified),2005,2011,Businesswoman (Location not specified),2011,2013,"Congress, New York",2013,2014,Unsuccessful candidate (Location not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000564,1964,1982,"Rockville Centre, Nassau County, N.Y.",1982,1986,"Kinderhook, N.Y.",1986,1995,"Loudonville, N.Y.",1995,1998,"Ithaca, N.Y.",1981-2010,,United States Army,2010,2011,"West Point, N.Y.",2011,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001276,1951,1969,"Auburn, Cayuga County, N.Y.",1969,1972,"Syracuse, N.Y. (St. Joseph's Hospital School of Nursing)",1972,1977,"Syracuse, N.Y. (Le Moyne College)",1977,1994,"Syracuse, N.Y. (Nurse)",1994-1995,,"Syracuse, N.Y. (Syracuse common council)",1995,1997,"Syracuse, N.Y. (Syracuse University)",1997,2010,New York (Assistant New York state attorney general),2011,2013,Congress,2013,,"Syracuse, N.Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,
E000291,1964,1982,"Ironwood, Gogebic County, Mich.",1982,1990,"Rochester, Mich.",1990,2006,Registered nurse and hospital administrator,2006,2010,"Dunn, N.C.",2011-2017,,Congress,2017,2019,United States Department of Health and Human Services,2019,2022,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J000292,1954,1972,"Roseboro, Sampson County, N.C.",1972,1979,"Columbus, Miss. and Troy, Ala.",1979,1984,"Atlanta, Ga.",1973,1999,United States Air Force (Various Locations),1999-2011,,Business owner and corporate executive (Location not specified),2011,Present,Ohio (Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001187,1965,1983,"Cincinnati, Hamilton County, Ohio",1983,1989,"Columbus, Ohio",1989,1996,"Columbus, Ohio",1996,2012,Various locations (Ohio Army National Guard),2012-2021,,"Carlisle, Pa.",2003,2008,Ohio State Senate,2011,2021,Congress,2021,present,Ohio Chamber of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000586,1958,1976,"Monongahela, Washington County, Pa.",1976,1980,"Indiana, Pa.",1980,1994,Business owner,1994,1995,"Wadsworth, Ohio",1999-2003,,"Wadsworth, Ohio",2004,2008,"Wadsworth, Ohio",2011,2019,Congress,2018,2022,Ohio (Senate and Governor candidate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000563,1954,1972,"Bay Village, Ohio",1972,1974,"Wooster, Ohio",1974,2003,"Ohio (as a technician, farmer, business owner)",2003,2009,Ohio State House of Representatives,2009-2010,,Ohio State Senate,2011,2023,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000575,1968,1986,"Dallas, Dallas County, Tex.",1986,1990,"Austin, Tex.",1990,1994,"Ft. Worth, Tex.",1994,2009,(Youth camp director),2011-2015,,Congress,2015,2029,U.S. Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001277,1946,1963,"Brooklyn, N.Y.",1963,1967,"Harvard University, Cambridge, Mass.",1967,1968,"Cambridge University, Cambridge, England",1968,1973,"Yale University, New Haven, Conn.",1970-1976,,United States Marine Corps Reserves,1974,1975,United States Supreme Court,1975,1976,Senator Abraham Ribicoff's office,1977,1981,Connecticut (as U.S. Attorney),1981,1984,Connecticut (as a lawyer),1984,1987,Connecticut State House of Representatives,1987,1990,Connecticut State Senate,1991,2010,Connecticut (as Attorney General),2010,2029,"United States Senate, Washington D.C.",,,,,,,,,,,,,,,
R000595,1971,1989,"Miami, Fla.",1989,1993,University of Florida,1993,1996,University of Miami,1996,1998,Lawyer,1998-2000,,West Miami City Commission,2000,2008,Florida house of representatives,2008,2010,Speaker,2010,2029,United States Senate,2016,,(Presidential Nomination Candidate),,,,,,,,,,,,,,,,,,,,,,,,,,,
P000603,1963,1981,"Pittsburgh, Pa.",1981,1984,Baylor University,1984,1988,Duke University,1988,2010,Ophthalmologist,2010-2029,,"United States Senate, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A000368,1968,1986,"Nashua, N.H.",1986,1990,Pennsylvania,1990,1993,Villanova University,1993,1998,New Hampshire Supreme Court,1998-2000,,New Hampshire attorney general's office,2000,2003,New Hampshire attorney general's office,2003,2004,New Hampshire Governor's office,2004,2009,New Hampshire attorney general's office,2011,2017,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001061,1957,1975,"Bismarck, N.D.",1975,1979,Dartmouth College,1979,1981,Northwestern University,1981,2000,Bank president and CEO,2000-2010,,North Dakota (as governor),2010,2029,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000577,1971,1989,"Mesa, Ariz.",1989,1994,"Brigham Young University, Utah",1994,1997,"Brigham Young University, Utah",1998,,3rd Circuit Court of Appeals,1998-2002,,Lawyer,2002,2005,U.S. attorney,2005,2006,Utah Governor's Office,2006,2007,United States Supreme Court,2007,2010,Lawyer,2010,2029,"United States Senate, Utah",,,,,,,,,,,,,,,,,,,,,,,,
J000293,1955,1973,"Mankato, Minn.",1973,1977,University of Minnesota,1977,1979,University of Minnesota,1979,2010,Plastics manufacturer; accountant,2010-2029,,"United States Senate, Wisconsin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001194,1972,1990,"Ann Arbor, Washtenaw County, Mich.",1990,1994,"Honolulu, Hawaii",1994,1998,(Teaching),1998,2006,Hawaii,2002-2010,,Hawaii (Helping Hands Hawaii),2008,2011,Hawaii (Democratic Party of Hawaii),2010,2012,Hawaii (Lieutenant Governor),2012,2029,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000461,1961,1979,"Providence, Providence County, R.I.",1979,1984,"Cambridge, Mass.",1984,1994,"Allentown, Pa.",1994,1999,"Allentown, Pa. Government Study Commission",1999-2005,,Congress,2005,2010,Unsuccessful candidate for nomination to the United States Senate,2010,2023,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C000542,1943,1961,"Jackson, Jackson County, Mich.",1961,1965,"Wheaton, Ill.",1965,1971,"Indianapolis, Ind.",1971,1976,"Fort Wayne, Ind.",1976-1980,,(District representative),1981,1989,Congress,1989,1999,United States Senate,1999,2001,"Verner, Liipfert, Bernhard, MacPherson and Hand law firm",2001,2005,Germany (U.S. Ambassador),2010,2017,United States Senate,2017,,Director of National Intelligence,,,,,,,,,,,,,,,,,,,,,
S001191,1976,1994,"Tucson, Pima County, Ariz.",1994,1998,"Provo, Utah",1998,2004,"Tempe, Ariz.",2004,2010,Arizona State House of Representatives,2010-2012,,Arizona State Senate,2013,2019,Congress,2019,2025,United States Senate,2023,2025,Independent Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001095,1977,1995,"Dardanelle, Yell County, Ark.",1995,1998,"Cambridge, Mass.",1998,1999,"Claremont, Calif.",1999,2002,"Cambridge, Mass.",2002-2003,,U.S. Court of Appeals,2004,2009,United States Army,2009,2013,"Private practice, management consultant, farmer",2013,2027,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
