id,bio,api_out
M001179,"A Representative from Pennsylvania; born in Williamsport, Lycoming County, Pa., August 15, 1952; graduated from Williamsport Area High School, Williamsport, Pa., 1970; A.A., Williamsport Area Community College, Williamsport, Pa., 1983; B.A., Lycoming College, Williamsport, Pa., 1985; J.D., Dickinson School of Law, Carlisle, Pa., 1988; manufacturing manager; lawyer, private practice; Lycoming County, Pa., district attorney, 1992-2002; United States attorney for the Middle District of Pennsylvania, 1992-2002; elected as a Republican to the One Hundred Twelfth and to the four succeeding Congresses until his resignation on January 23, 2019 (January 3, 2011-January 23, 2019).","Time Period | Location
--- | ---
1952-1970 | Williamsport, Lycoming County, Pa.
1970-1983 | Williamsport, Pa.
1983-1985 | Williamsport, Pa.
1985-1988 | Carlisle, Pa.
1988-1992 | Private practice
1992-2002 | Lycoming County, Pa.
1992-2002 | Middle District of Pennsylvania
2011-2019 | Congress"
B001269,"a Representative from Pennsylvania; born in Hazleton, Luzerne County, Pa., January 28, 1956; graduated from Hazleton High School, Hazleton, Pa., 1974; attended Bloomsburg University, Bloomsburg, Pa.; professional athlete; business owner; member of the Hazleton, Pa., city council, 1998-2000; Mayor of Hazleton, Pa., 2000-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018, but was an unsuccessful candidate for election to the United States Senate; unsuccessful candidate for nomination for Governor of Pennsylvania in 2022.","Time Period | Location
--- | ---
1956-1974 | Hazleton, Luzerne County, Pa.
1974-1978 | Bloomsburg, Pa.
1978-1998 | Professional athlete
1998-2000 | Hazleton, Pa.
2000-2010 | Hazleton, Pa.
2011-2019 | Congress
2018 | United States Senate campaign
2022 | Governor of Pennsylvania campaign"
C001084,"A Representative from Rhode Island; born in Providence, Providence County, R.I., July 15, 1961; graduated from Narragansett High School, Narragansett, R.I., 1979; B.A., Brown University, Providence, R.I., 1983; J.D., Georgetown University, Washington, D.C., 1986; public defender, Washington, D.C., 1986-1987; lawyer, private practice; lawyer, public advocate; faculty, Roger Williams Law School, Bristol, R.I.; unsuccessful nominee to the Rhode Island state senate in 1992; member of the Rhode Island state house of representatives, 1995-2003; Delegate, Democratic National Convention, 2008; Mayor of Providence R.I., 2003-2011; elected as a Democrat to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present); one of the managers appointed by the House of Representatives in 2021 to conduct the impeachment proceedings of Donald J. Trump, President of the United States.","Time Period | Location
--- | ---
1961-1979 | Providence, Providence County, R.I.
1979-1983 | Narragansett, R.I.
1983-1986 | Providence, R.I.
1986-1987 | Washington, D.C.
1987-1992 | Private practice and public advocate
1992-2003 | Bristol, R.I.
2003-2011 | Providence, R.I.
2011-present | Congress"
S001184,"A Senator and a Representative from South Carolina; born in North Charleston, Charleston County, S.C., September 19, 1965; attended Presbyterian College, Clinton, S.C., 1983-1984; B.S., Charleston Southern University, Charleston, S.C., 1988; entrepreneur; Charleston County, S.C. council, 1995-2008; unsuccessful candidate for the South Carolina state senate in 1996; member of the South Carolina house of representatives, 2009-2010; elected as a Republican to the One Hundred Twelfth Congress, and served from January 3, 2011, to January 2, 2013, when he resigned to become a U.S. Senator; appointed January 2, 2013, to fill the vacancy caused by the resignation of James DeMint; appointment took effect upon his resignation from the House of Representatives on January 2, 2013; took the oath of office on January 3, 2013; subsequently elected as a Republican in 2014 in a special election; reelected in 2016, and again in 2022 for the term ending January 3, 2029.","Time Period | Location
--- | ---
1965-1983 | North Charleston, Charleston County, S.C.
1983-1984 | Clinton, S.C.
1984-1988 | Charleston, S.C.
1988-1995 | Entrepreneur
1995-2008 | Charleston County, S.C.
2009-2010 | South Carolina
2011-2013 | U.S. House of Representatives
2013-2029 | U.S. Senate"
D000615,"A Representative from South Carolina; born in Greenville, Greenville County, S.C., January 7, 1966; graduated from Ware Shoals High School, Ware Shoals, S.C., 1984; B.A., Clemson University, Clemson, S.C., 1988; banker; real estate broker; member of the South Carolina state house of representatives, 2003-2010; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present).","Time Period | Location
--- | ---
1966-1984 | Greenville, Greenville County, S.C.
1984-1988 | Clemson, S.C.
1988-2003 | (Inferred: Working as a banker and real estate broker)
2003-2010 | South Carolina state house of representatives
2011-present | Congress"
G000566,"A Representative from South Carolina; born in Greenville, Greenville County, S.C., August 22, 1964; graduated from Spartanburg High School, Spartanburg, S.C., 1982; B.A., Baylor University, Waco, Texas, 1986; J.D., University of South Carolina School of Law, Columbia, S.C., 1989; lawyer, private practice; clerk, South Carolina Court of Appeals; clerk, United States District Court; assistant U. S. attorney, district of South Carolina, 1994-2000; solicitor, Seventh Judicial Circuit, 2001-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018; chair, Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi (One Hundred Thirteenth Congress); chair, Committee on Oversight and Government Reform (One Hundred Fifteenth Congress).","Time Period | Location
--- | ---
1964-1982 | Greenville, Greenville County, S.C.
1982-1986 | Spartanburg, S.C.
1986-1989 | Waco, Texas
1989-1994 | Columbia, S.C.
1994-2000 | District of South Carolina
2001-2010 | Seventh Judicial Circuit
2011-2019 | Congress"
N000184,"A Representative from South Dakota; born in Watertown, Codington County, S.Dak., November 30, 1971; graduated from Hamlin High School, Hayti, S.Dak., 1990; attended Mount Marty College, Yankton, S.Dak.; attended Northern State University, Aberdeen, S.Dak., 1990-1992; B.A., South Dakota State University, Brookings, S.Dak., 2011; farmer; rancher; member of the South Dakota state house of representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018; Governor of South Dakota, 2019-present.","Time Period | Location
--- | ---
1971-1990 | Watertown, Codington County, S.Dak.
1990-1992 | Yankton, S.Dak.
2011-2018 | Brookings, S.Dak.
2007-2010 | South Dakota state house of representatives
2019-present | Governor of South Dakota"
F000459,"A Representative from Tennessee; born in Manhattan, New York County, N.Y., October 11, 1962; graduated from Elk Grove High School, Elk Grove, Ill., 1980; B.A., University of Illinois, Urbana-Champaign, Ill., 1983; J.D., University of Tennessee, Knoxville, Tenn., 1986; lawyer, private practice; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present).","Time Period | Location
--- | ---
1962-1980 | Manhattan, New York County, N.Y.
1980-1983 | Elk Grove, Ill.
1983-1986 | Knoxville, Tenn.
1986-2011 | Private practice as a lawyer
2011-Present | Tennessee (location not specified)"
M001182,"A Representative from South Carolina; born in Alexandria, Va., July 21, 1967; graduated from Charlotte Catholic High School, Charlotte, N.C., 1985; B.S.F.S., Georgetown University, Washington, D.C., 1989; J.D., University of North Carolina, Chapel Hill, N.C., 1992; lawyer, private practice; real estate developer; member of the South Carolina state house of representatives, 2007-2009; member of the South Carolina state senate, 2009-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses until his resignation on February 16, 2017 (January 3, 2011-February 16, 2017); Director of Office of Management and Budget under President Donald J. Trump, 2017-2019; Acting White House Chief of Staff, 2019-2020; U.S. Special Envoy for Northern Ireland, 2020-2021.","Time Period | Location
--- | ---
1967-1985 | Alexandria, Va.
1985-1989 | Charlotte, N.C.
1989-1992 | Washington, D.C.
1992-2007 | Private practice and real estate development
2007-2009 | South Carolina state house of representatives
2009-2010 | South Carolina state senate
2011-2017 | Congress
2017-2019 | Director of Office of Management and Budget
2019-2020 | Acting White House Chief of Staff
2020-2021 | U.S. Special Envoy for Northern Ireland"
F000458,"A Representative from Tennessee; born in Memphis, Shelby County, Tenn., February 7, 1973; graduated from Crockett County High School, Alamo, Tenn., 1990; farmer; business owner; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1973-1990 | Memphis, Shelby County, Tenn.
1990-2011 | Alamo, Tenn.
2011-2017 | Congress"
F000461,"A Representative from Texas; born in Cheyenne, Laramie County, Wyo., February 25, 1954; B.B.A., Texas A&amp;M University, College Station, Tex., 1976; M.B.A., Houston Baptist University, Houston, Tex., 1985; certified public accountant; energy company executive; elected as a Republican to the One Hundred Twelfth and to the four succeeding Congresses (January 3, 2011-January 3, 2021); was not a candidate for reelection to the One Hundred Seventeenth Congress in 2020.","Time Period | Location
--- | ---
1954-1976 | Cheyenne, Laramie County, Wyo.
1976-1985 | College Station, Tex.
1985-2020 | Houston, Tex.
2011-2021 | Congress"
B001273,"A Representative from Tennessee; born in Baltimore, Md., January 16, 1951; graduated from Andover High School, Linthicum Heights, Md.; A.S.N., Anne Arundel Community College, Arnold, Md., 1971; B.S.N., Belmont University, Nashville, Tenn., 1992; nurse; nonprofit community organization fundraiser; member of the Tennessee state house of representatives, 1999-2005; member of the Tennessee state senate, 2005-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018, but was an unsuccessful candidate for nomination as Governor of Tennessee; chair, Committee on Budget (One Hundred Fifteenth Congress).","Time Period | Location
--- | ---
1951-1969 | Baltimore, Md.
1969-1971 | Linthicum Heights, Md.
1971-1992 | Arnold, Md.
1992-2010 | Nashville, Tenn.
1999-2005 | Tennessee state house of representatives
2005-2010 | Tennessee state senate
2011-2019 | Congress"
D000616,"A Representative from Tennessee; born in Des Moines, Polk County, Iowa, February 21, 1964; graduated from Brown High School, Sturgis, S.Dak., 1982; B.S., University of South Dakota, Vermillion, S.Dak., 1987; M.D., University of South Dakota, Vermillion, S.Dak., 1991; physician; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present).","Time Period | Location
--- | ---
1964-1982 | Des Moines, Polk County, Iowa
1982-1987 | Sturgis, S.Dak.
1987-1991 | Vermillion, S.Dak.
1991-2011 | Physician
2011-present | Congress"
R000589,"A Representative from Virginia; born in Titusville, Brevard County, Fla., May 28, 1960; A.A., Brevard Community College, Cocoa, Fla., 1981; B.B.A., Mercer University, Macon, Ga., 1983; M.B.A., Regent University, Virginia Beach, Va., 1990; United States Marine Corps Reserve, 1978-1984; entrepreneur; member of the Virginia motor vehicle dealer board, 1995-1999; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1960-1981 | Titusville, Brevard County, Fla.
1981-1983 | Cocoa, Fla.
1983-1990 | Macon, Ga.
1990-1995 | Virginia Beach, Va.
1995-1999 | Virginia
1999-2016 | Entrepreneur
2011-2017 | Congress"
H001060,"A Representative from Virginia; born in New York, New York County, N.Y., June 16, 1969; graduated from Episcopal High School, Alexandria, Va.; B.A., Hampden-Sydney College, Hampden-Sydney, Va., 1991; J.D., Mississippi College, Clinton, Miss., 1995; lawyer, private practice; Pittsylvania County, Va. deputy attorney; member of the Chatham, Va., town council, 2000-2001; member of Virginia state house of delegates, 2002-2008; member of Virginia state senate, 2008-2010; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1969-1987 | New York, New York County, N.Y.
1987-1991 | Alexandria, Va.
1991-1995 | Hampden-Sydney, Va.
1995-2000 | Clinton, Miss.
2000-2001 | Chatham, Va.
2002-2008 | Virginia state house of delegates
2008-2010 | Virginia state senate
2011-2017 | Congress"
F000460,"A Representative from Texas; born in Corpus Christi, Nueces County, Tex., December 12, 1961; graduated from Incarnate Word High School, Corpus Christi, Tex., 1980; B.S., University of Texas, Austin, Tex., 1985; J.D., St. Mary's University School of Law, San Antonio, Tex., 1989; lawyer, private practice; business owner; radio commentator; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses until his resignation on April 6, 2018 (January 3, 2011-April 6, 2018).","Time Period | Location
--- | ---
1961-1980 | Corpus Christi, Nueces County, Tex.
1980-1985 | Austin, Tex.
1985-1989 | San Antonio, Tex.
1989-2011 | Private practice and business owner
2011-2018 | Congress"
D000614,"A Representative from Wisconsin; born in Hayward, Sawyer County, Wis., October 3, 1971; B.A., St. Mary's College, Winona, Minn., 1994; J.D., William Mitchell College of Law, St. Paul, Minn., 1999; lawyer, private practice; prosecutor, Ashland County, Wis.; acting assistant district attorney and district attorney, Ashland County, Wis., 2002-2010; elected as a Republican to the One Hundred Twelfth and to the four succeeding Congresses until his resignation on September 23, 2019 (January 3, 2011-September 23, 2019).","Time Period | Location
--- | ---
1971-1994 | Hayward, Sawyer County, Wis.
1994-1999 | Winona, Minn.
1999-2002 | St. Paul, Minn.
2002-2010 | Ashland County, Wis.
2011-2019 | Congress"
C001082,"A Representative from Texas; born in Laredo, Webb County, Texas, July 30, 1949; B.A., St. Louis University, 1972; J.D., St. Louis University, St. Louis, Mo., 1975; lawyer, private practice; bank executive; unsuccessful candidate for nomination to the One Hundred Ninth Congress in 2004; unsuccessful candidate for nomination to the One Hundred Eleventh Congress in 2008; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; unsuccessful candidate for nomination to the One Hundred Fourteenth Congress in 2014; unsuccessful candidate for nomination to the One Hundred Sixteenth Congress in 2018.","Time Period | Location
--- | ---
1949-1972 | Laredo, Webb County, Texas
1972-1975 | St. Louis, Mo.
1975-2010 | Private practice and bank executive
2011-2013 | Congress"
H001056,"A Representative from Washington; born in Glendale, Los Angeles County, Calif., November 3, 1978; graduated from Prairie High School, Brush Prairie, Wash.; attended Seattle Pacific University, Seattle, Wash., 1996-1998; A.A., Bellevue Community College, Bellevue, Wash., 2003; B.A., University of Washington, Seattle, Wash., 2004; staff, United States Representative Cathy McMorris Rodgers of Washington, 2005-2007; member of the Washington state house of representatives, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); unsuccessful candidate for renomination to the One Hundred Eighteenth Congress in 2022.","Time Period | Location
--- | ---
1978-1996 | Glendale, Los Angeles County, Calif.
1996-1998 | Seattle, Wash.
1998-2003 | (Unknown)
2003-2004 | Bellevue, Wash.
2005-2007 | (Unknown)
2007-2010 | Washington State House of Representatives
2011-2023 | Washington D.C."
M001180,"A Representative from West Virginia; born in Wheeling, Ohio County, W. Va., March 28, 1947; B.S.C.E., Purdue University, West Lafayette, Ind., 1969; civil engineer; business owner; member of the West Virginia state house of representatives, 1980-1995; chairman, West Virginia Republican Party, 1990-1994; unsuccessful candidate for the Republican nomination for Governor of West Virginia in 1996; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); unsuccessful candidate for renomination to the One Hundred Eighteenth Congress in 2022.","Time Period | Location
--- | ---
1947-1969 | Wheeling, Ohio County, W. Va.
1969-1980 | West Lafayette, Ind.
1980-1995 | West Virginia state house of representatives
1990-1994 | Chairman, West Virginia Republican Party
1996 | Unsuccessful candidate for Republican nomination for Governor of West Virginia
2011-2023 | Congress"
G000568,"a Representative from Virginia; born in Philadelphia, Philadelphia County, Pa., March 15, 1958; graduated from Andrew Lewis High School, Salem, Va.; B.A., Emory &amp; Henry College, Emory, Va., 1980; J.D., Washington &amp; Lee University School of Law, Lexington, Va., 1983; lawyer, private practice, 1983-2011; member of Virginia state house of delegates, 1994-2011; elected as a Republican to the One Hundred Twelfth and to the six succeeding Congresses (January 3, 2011-present).","Time Period | Location
--- | ---
1958-1976 | Philadelphia, Philadelphia County, Pa.
1976-1980 | Emory, Va.
1980-1983 | Lexington, Va.
1983-1994 | (private practice)
1994-2011 | Virginia state house of delegates
2011-present | (Congress)"
R000587,"A Representative from Wisconsin; born in Neenah, Winnebago County, Wis., April 5, 1956; graduated from Appleton East High School, Appleton, Wis., 1974; attended Grand Rapids School of Bible and Music, Grand Rapids, Mich.; business owner; elected as a Republican to the One Hundred Twelfth and to the two succeeding Congresses (January 3, 2011-January 3, 2017); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1956-1974 | Neenah, Winnebago County, Wis.
1974-1976 | Grand Rapids, Mich.
1976-2010 | Appleton, Wis.
2011-2017 | Congress"
T000471,"A Representative from New York; born in New York, New York County, N.Y., May 2, 1941; graduated from Richmond Hill High School, Richmond Hill, N.Y.; B.A., St. John’s University, New York, N.Y.; United States Army, 1962-1964; businessman; unsuccessful candidate for election to the United States House of Representatives in 2010; elected as a Republican to the One Hundred Twelfth Congress, by special election to fill the vacancy caused by the resignation of United States Representative Anthony D. Weiner (September 13, 2011-January 3, 2013); not a candidate for reelection in 2012, but was an unsuccessful candidate for nomination for the United States Senate.","Time Period | Location
--- | ---
1941-1962 | New York, New York County, N.Y.
1962-1964 | United States Army
1964-2010 | Businessman
2011-2013 | United States House of Representatives"
R000591,"a Representative from Alabama; born in Montgomery, Montgomery County, Ala., July 27, 1976; B.M., New York University, New York, N. Y., 1998; J.D., Samford University, Birmingham, Ala., 2001; lawyer, private practice; member of the Montgomery, Ala., city council, 2003-2010; elected as a Republican to the One Hundred Twelfth and to the four succeeding Congresses (January 3, 2011-January 3, 2021); was not a candidate for reelection to the One Hundred Seventeenth Congress in 2020.","Time Period | Location
--- | ---
1976-1998 | Montgomery, Montgomery County, Ala.
1998-2001 | New York, N. Y.
2001-2021 | Birmingham, Ala.
2003-2010 | Montgomery, Ala.
2011-2021 | Congress"
B001274,"a Representative from Alabama; born in Charleston, Charleston County, S.C., April 29, 1954; graduated from Grissom High School, Huntsville, Ala., 1972; B.A., Duke University, Durham, N.C., 1975; J.D., University of Alabama School of Law, Tuscaloosa, Ala., 1978; lawyer, private practice; Tuscaloosa County, Ala., prosecutor, 1978-1980; law clerk, presiding Circuit Court Judge John Snodgrass, 1980-1982; member of the Alabama state house of representatives, 1982-1991; Madison County, Ala., district attorney, 1991-1992; special assistant attorney general, state of Alabama, 1995-2002; commissioner, Madison County, Ala., commission, 1996-2011; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-January 3, 2023); was not a candidate for reelection to the One Hundred Eighteenth Congress in 2022, but was an unsuccessful candidate for nomination to the United States Senate.","Time Period | Location
--- | ---
1954-1972 | Charleston, Charleston County, S.C.
1972-1975 | Huntsville, Ala.
1975-1978 | Durham, N.C.
1978-1980 | Tuscaloosa, Ala.
1980-1982 | Tuscaloosa, Ala.
1982-1991 | Alabama state house of representatives
1991-1992 | Madison County, Ala.
1995-2002 | State of Alabama
1996-2011 | Madison County, Ala.
2011-2023 | Congress"
H001062,"A Representative from New York; born in Buffalo, Erie County, N.Y, August 27, 1958; graduated from Hamburg High School, Hamburg, N.Y., 1976; B.A., Syracuse University, Syracuse, N.Y. , 1980; J.D., Catholic University, Washington, D.C., 1983; lawyer, private practice; aide to United States Representative John LaFalce of New York, 1984-1986; aide to United States Senator Daniel Patrick Moynihan of New York, 1986-1988; deputy clerk, Erie County, N.Y., 2003-2007; clerk, Erie County, N.Y., 2007-2011; elected as a Democrat to the One Hundred Twelfth Congress, by special election to fill the vacancy caused by the resignation of United States Representative Christopher Lee (May 24, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; lieutenant governor of New York, 2015-2021; Governor of New York, 2021-present.","Time Period | Location
--- | ---
1958-1976 | Buffalo, Erie County, N.Y.
1976-1980 | Syracuse, N.Y.
1980-1983 | Washington, D.C.
1983-1984 | Private practice
1984-1986 | Buffalo, Erie County, N.Y.
1986-1988 | Buffalo, Erie County, N.Y.
2003-2011 | Erie County, N.Y.
2011-2013 | Congress
2015-2021 | New York
2021-present | New York"
H001063,"A Representative from California; born in Los Angeles, Los Angeles County, Calif., March 30, 1952; graduated from Lutheran High School, Los Angeles, Calif., 1970; B.S., Abilene Christian University, Abilene, Tex., 1974; teacher; businesswoman; unsuccessful candidate for election to the Los Angeles, Calif., city council in 1993; member of the Los Angeles, Calif., city charter reform commission, 1997-1999; unsuccessful candidate for election to the One Hundred Sixth Congress in 1998; member of the Los Angeles, Calif., city council, 2001-2011; unsuccessful candidate for election for lieutenant governor of California in 2010; elected as a Democrat to the One Hundred Twelfth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Jane Harman, reelected to the two succeeding Congresses, and served until her resignation on December 4, 2016 (July 12, 2011-December 4, 2016); was not a candidate for reelection to the One Hundred Fifteenth Congress in 2016; member of the Los Angeles, Calif., county board of supervisors, 2016-present.","Time Period | Location
--- | ---
1952-1970 | Los Angeles, Los Angeles County, Calif.
1970-1974 | Abilene, Tex.
1974-2001 | (Unknown)
2001-2011 | Los Angeles, Calif.
2011-2016 | Congress
2016-present | Los Angeles, Calif."
A000369,"A Representative from Nevada; born in Carson City, Ormsby County (now an independent city), Nev., June 12, 1958; graduated from Carson High School, Carson City, Nev., 1976; B.A., University of Nevada, Reno, Nev., 1980; J.D., University of the Pacific, McGeorge School of Law, Sacramento, Calif., 1983; Judge Advocate General's Corps, United States Army, 1984-1987; lawyer, private practice; member of the Nevada state assembly, 1997; member of the Nevada state senate, 1999-2011, president pro tempore, 2003-2005; elected as a Republican to the One Hundred Twelfth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Dean Heller, and reelected to the six succeeding Congresses (September 13, 2011-present).","Time Period | Location
--- | ---
1958-1976 | Carson City, Ormsby County, Nev.
1976-1980 | Reno, Nev.
1980-1983 | Sacramento, Calif.
1984-1987 | United States Army
1987-1997 | Private practice
1997 | Nevada state assembly
1999-2011 | Nevada state senate
2011-present | Congress"
B001279,"A Representative from Arizona; born in Wakefield, England, August 25, 1945; graduated from Rincon High School, Tucson, Ariz., 1963; B.A., University of Arizona, Tucson, Ariz., 1967; businessman; staff and director, Arizona department of economic security, division of developmental disabilities, 1976-2006; staff, United States Representative Gabrielle Giffords, 2007-2012; elected as a Democrat to the One Hundred Twelfth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Gabrielle Giffords, and reelected to the succeeding Congress (June 12, 2012-January 3, 2015); was an unsuccessful candidate for reelection to the One Hundred Fourteenth Congress in 2014.","Time Period | Location
--- | ---
1945-1963 | Wakefield, England
1963-1967 | Tucson, Ariz.
1967-1976 | Tucson, Ariz.
1976-2006 | Arizona department of economic security, division of developmental disabilities
2007-2012 | United States Representative Gabrielle Giffords' staff
2012-2015 | Congress"
B001278,"A Representative from Oregon; born in Detroit, Wayne County, Mich., October 14, 1954; A.A., Lane Community College, Eugene, Oreg., 1978; B.A., University of Oregon, Eugene, Oreg., 1980; J.D., University of Oregon, Eugene, Oreg., 1983; lawyer, Federal Trade Commission, Washington, D.C.; lawyer, private practice; staff, Oregon state house of representatives, 2001-2006; member of the Oregon state house of representatives, 2007-2008; member of the Oregon state senate, 2008-2011; elected as a Democrat to the One Hundred Twelfth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative David Wu, and reelected to the six succeeding Congresses (January 31, 2012-present).","Time Period | Location
--- | ---
1954-1978 | Detroit, Wayne County, Mich.
1978-1983 | Eugene, Oreg.
1983-2001 | Washington, D.C.
2001-2006 | Oregon state house of representatives
2007-2008 | Oregon state house of representatives
2008-2011 | Oregon state senate
2012-present | Congress"
H001050,"A Representative from Hawaii; born in Honolulu, Honolulu County, Hawaii, May 4, 1951; graduated from St. Andrew's Priory School, Honolulu, Hawaii, 1969; B.A., University of Hawaii, Manoa, Hawaii, 1973; M.A., University of Hawaii, Manoa, Hawaii, 1975; J.D., University of Hawaii, Manoa, Hawaii, 1977; lawyer, private practice; member of the Hawaii state senate, 1998-2010, president, 2007-2010; unsuccessful candidate for nomination to the One Hundred Eighth Congress in a special election in 2003; unsuccessful candidate for nomination to the One Hundred Ninth Congress in 2006; unsuccessful candidate for election to the One Hundred Eleventh Congress in a special election in 2010; elected as a Democrat to the One Hundred Twelfth and to the succeeding Congress (January 3, 2011-January 3, 2015); was not a candidate for reelection to the One Hundred Fourteenth Congress in 2014, but was an unsuccessful candidate for nomination to the United States Senate; lawyer, private practice; elected simultaneously as a Democrat to the One Hundred Fourteenth and the One Hundred Fifteenth Congresses, by special election, to fill the vacancy caused by the death of United States Representative Mark Takai (November 8, 2016-January 3, 2019); was not a candidate for reelection to the One Hundred Sixteenth Congress in 2018, but was an unsuccessful candidate for nomination as Governor of Hawaii.","Time Period | Location
--- | ---
1951-1969 | Honolulu, Honolulu County, Hawaii
1969-1973 | Manoa, Hawaii
1973-1977 | Manoa, Hawaii
1977-1998 | Private practice
1998-2010 | Hawaii state senate
2007-2010 | Hawaii state senate (president)
2011-2015 | Congress
2016-2019 | Congress
2016-2019 | Private practice"
D000613,"A Representative from Illinois; born in Evanston, Cook County, Ill., June 23, 1969; graduated from New Trier High School, Winnetka, Ill., 1987; B.A., Denison University, Granville, Ohio, 1991; J.D., Indiana University, Bloomington, Ind., 1996; M.B.A., Northwestern University Kellogg School of Management, Evanston, Ill., 2000; business owner; staff, United States Vice President James Danforth Quayle, 1991-1993; staff, United States House of Representatives Committee on Reform and Oversight, 1997-1999; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; elected as a Republican to the One Hundred Fourteenth Congress (January 3, 2015-January 3, 2017); unsuccessful candidate for reelection to the One Hundred Fifteenth Congress in 2016.","Time Period | Location
--- | ---
1969-1987 | Evanston, Cook County, Ill.
1987-1991 | Winnetka, Ill.
1991-1996 | Bloomington, Ind.
1996-2000 | Evanston, Ill.
2000-2011 | Business owner
2011-2013 | Congress
2013-2015 | Not mentioned
2015-2017 | Congress
2017-2021 | Not mentioned"
H001059,"A Representative from Illinois; born in Park Ridge, Cook County, Ill., March 1, 1966; graduated from Wheaton Academy, West Chicago, Ill., 1984; B.A., Bethel University, St. Paul, Minn., 1988; J.D., Chicago-Kent College of Law, Chicago, Ill., 1993; staff, United States Representative John Dennis Hastert of Illinois, 1988-1990; lawyer, private practice; member of the DuPage, Ill., county board, 1994-1998; member of the Illinois state house of representatives, 1999-2007; member of the Illinois state senate, 2007-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018.","Time Period | Location
--- | ---
1966-1984 | Park Ridge, Cook County, Ill.
1984-1988 | West Chicago, Ill.
1988-1993 | St. Paul, Minn.
1993-2021 | Chicago, Ill.
1994-1998 | DuPage, Ill.
1999-2007 | Illinois state house of representatives
2007-2010 | Illinois state senate
2011-2019 | Congress"
S001182,"A Representative from Illinois; born in Rock Island, Rock Island County, Ill., January 23, 1964; graduated from Alleman Catholic High School, Rock Island, Ill., 1982; attended Black Hawk College, Moline, Ill.; business owner; elected as a Republican to the One Hundred Twelfth Congress (January 3, 2011-January 3, 2013); unsuccessful candidate for reelection to the One Hundred Thirteenth Congress in 2012; unsuccessful candidate for election to the One Hundred Fourteenth Congress in 2014; unsuccessful candidate for nomination to the One Hundred Seventeenth Congress in 2020; died on April 6, 2021, in Le Claire, Iowa; interment at St. Mary's Cemetery, East Moline, Ill.","Time Period | Location
--- | ---
1964-1982 | Rock Island, Rock Island County, Ill.
1982-1984 | Moline, Ill.
1984-2021 | Business owner
2011-2013 | Congress
2021 | Le Claire, Iowa"
